Loan_ID,Dependents,Credit_History,gender,maritalstatus,education,selfemployed,area,loanstatus,log_income,log_loanamt,log_loanterm
LP001002,0,1.0,1,0,0,0,2,1,8.674025985443025,4.852030263919617,5.886104031450156
LP001003,1,1.0,1,1,0,0,0,0,8.714567550836485,4.852030263919617,5.886104031450156
LP001005,0,1.0,1,1,0,1,2,1,8.006367567650246,4.189654742026425,5.886104031450156
LP001006,0,1.0,1,1,1,0,2,1,8.50532301884575,4.787491742782046,5.886104031450156
LP001008,0,1.0,1,0,0,0,2,1,8.699514748210191,4.948759890378168,5.886104031450156
LP001011,2,1.0,1,1,0,1,2,1,9.170871628065816,5.58724865840025,5.886104031450156
LP001013,0,1.0,1,1,1,0,2,1,8.255568653283746,4.553876891600541,5.886104031450156
LP001014,3,0.0,1,1,0,0,1,0,8.61974977974133,5.062595033026967,5.886104031450156
LP001018,2,1.0,1,1,0,0,2,1,8.61830469278465,5.123963979403259,5.886104031450156
LP001020,1,1.0,1,1,0,0,1,0,10.077818939438902,5.855071922202427,5.886104031450156
LP001024,2,1.0,1,1,0,0,2,1,8.268731832117737,4.248495242049359,5.886104031450156
LP001027,2,1.0,1,1,0,0,2,1,8.375629627094451,4.6913478822291435,5.886104031450156
LP001028,2,1.0,1,1,0,0,2,1,9.321792297270326,5.298317366548036,5.886104031450156
LP001029,0,1.0,1,0,0,0,0,0,8.453827315794417,4.736198448394496,5.886104031450156
LP001030,2,1.0,1,1,0,0,2,1,7.776954403322442,2.833213344056216,4.787491742782046
LP001032,0,1.0,1,0,0,0,2,1,8.507142855562735,4.8283137373023015,5.886104031450156
LP001034,1,1.0,1,0,1,0,2,1,8.18757739559151,4.605170185988092,5.480638923341991
LP001036,0,0.0,0,0,0,0,2,0,8.163371316459912,4.330733340286331,5.886104031450156
LP001038,0,1.0,1,1,1,0,0,0,8.494333897270154,4.890349128221754,5.886104031450156
LP001041,0,1.0,1,1,0,0,2,1,8.716044050161402,4.74493212836325,5.886104031450156
LP001043,0,0.0,1,1,1,0,2,0,8.943767262734637,4.6443908991413725,5.886104031450156
LP001046,1,1.0,1,1,0,0,2,1,9.357034751126987,5.752572638825633,5.886104031450156
LP001047,0,0.0,1,1,1,0,1,0,8.414274137408396,4.7535901911063645,5.886104031450156
LP001050,2,0.0,1,1,1,0,0,0,8.572060092857077,4.718498871295094,5.886104031450156
LP001052,1,0.0,1,1,0,0,1,0,8.801168401936692,5.017279836814924,5.886104031450156
LP001066,0,1.0,1,1,0,1,1,1,9.165343006045447,5.25227342804663,5.886104031450156
LP001068,0,1.0,1,1,0,0,1,1,8.527539483470381,4.804021044733257,5.886104031450156
LP001073,2,1.0,1,1,1,0,2,1,8.569026340056254,4.700480365792417,5.886104031450156
LP001086,0,1.0,1,0,1,0,2,0,7.273786317844895,3.5553480614894135,5.886104031450156
LP001087,2,1.0,0,0,0,0,1,1,8.671286726753637,4.787491742782046,5.886104031450156
LP001091,1,0.0,1,1,0,0,2,0,8.927314111060596,5.303304908059076,5.886104031450156
LP001095,0,1.0,1,0,0,0,2,0,8.06054004653864,4.30406509320417,5.886104031450156
LP001097,1,1.0,1,0,0,1,0,0,8.453614209773367,4.663439094112067,5.886104031450156
LP001098,0,1.0,1,1,0,0,1,1,8.550047528287184,4.736198448394496,5.886104031450156
LP001100,3,1.0,1,0,0,0,0,0,9.648595302907339,5.768320995793772,5.886104031450156
LP001106,0,1.0,1,1,0,0,2,1,8.376090350438238,4.852030263919617,5.886104031450156
LP001109,0,0.0,1,1,0,0,2,0,8.057694194815587,4.605170185988092,5.886104031450156
LP001112,0,1.0,0,1,0,0,1,1,8.542080906924017,4.969813299576001,5.886104031450156
LP001114,0,1.0,1,0,0,0,2,1,9.339261152043022,5.214935757608986,5.886104031450156
LP001116,0,1.0,1,0,1,0,1,1,8.59711281459211,4.700480365792417,5.886104031450156
LP001119,0,1.0,1,0,0,0,2,0,8.1886891244442,4.382026634673881,5.886104031450156
LP001120,0,1.0,1,0,0,0,2,1,8.0106915391303,3.8501476017100584,5.886104031450156
LP001123,0,1.0,1,1,0,0,2,1,7.783224016336037,4.31748811353631,5.886104031450156
LP001131,0,1.0,1,1,0,0,1,1,8.744647438317532,4.897839799950911,5.886104031450156
LP001136,0,1.0,1,1,1,1,2,1,8.454253391642363,4.564348191467836,5.886104031450156
LP001137,0,1.0,0,0,0,0,2,1,8.134467570277563,4.477336814478207,5.886104031450156
LP001138,1,1.0,1,1,0,0,2,1,8.639233817325263,3.784189633918261,5.886104031450156
LP001144,0,1.0,1,1,0,0,2,1,8.669227347271736,4.969813299576001,5.886104031450156
LP001146,0,0.0,0,1,0,0,2,0,8.713582005421628,4.787491742782046,5.886104031450156
LP001151,0,1.0,0,0,0,0,1,1,8.744328763999984,4.969813299576001,5.886104031450156
LP001155,0,1.0,0,1,1,0,1,1,8.18088094199639,4.605170185988092,5.886104031450156
LP001157,0,1.0,0,0,0,0,1,1,8.034631032923107,4.787491742782046,5.886104031450156
LP001164,0,1.0,0,0,0,0,1,0,8.349957272040324,4.718498871295094,5.886104031450156
LP001179,2,1.0,1,1,0,0,2,0,8.437283808187935,4.897839799950911,5.886104031450156
LP001186,1,0.0,0,1,0,1,2,0,9.350102314351341,5.655991810819852,5.886104031450156
LP001194,2,1.0,1,1,0,0,1,1,8.262300941787448,4.574710978503383,5.886104031450156
LP001195,0,1.0,1,1,0,0,1,1,8.222285073872717,4.564348191467836,5.886104031450156
LP001197,0,1.0,1,1,0,0,0,0,8.624431942085836,4.90527477843843,5.886104031450156
LP001198,1,1.0,1,1,0,0,2,1,9.242807562113684,5.19295685089021,5.886104031450156
LP001199,2,1.0,1,1,1,0,2,1,8.734881892047483,4.969813299576001,5.886104031450156
LP001205,0,1.0,1,1,0,0,2,1,8.74766979009724,4.787491742782046,5.886104031450156
LP001206,3,1.0,1,1,0,0,2,1,8.015987811027237,4.59511985013459,5.886104031450156
LP001207,0,0.0,1,1,1,1,0,0,8.709134991587183,5.10594547390058,5.19295685089021
LP001213,1,0.0,1,1,0,0,0,0,8.506132244056813,4.852030263919617,5.886104031450156
LP001222,0,0.0,0,0,0,0,1,0,8.334711621820917,4.7535901911063645,5.886104031450156
LP001225,0,1.0,1,1,0,0,1,0,9.241935933565934,5.552959584921617,5.886104031450156
LP001228,0,0.0,1,0,1,0,2,0,8.604104563405533,4.836281906951478,5.19295685089021
LP001233,1,1.0,1,1,0,0,2,1,9.28266103355581,5.7430031878094825,5.886104031450156
LP001238,3,1.0,1,1,1,1,2,1,8.867850063029406,4.8283137373023015,4.0943445622221
LP001241,0,0.0,0,0,0,0,1,0,8.366370301681654,4.912654885736052,5.886104031450156
LP001243,0,1.0,1,1,0,0,2,1,8.744169388750624,5.147494476813453,5.886104031450156
LP001245,2,1.0,1,1,1,1,1,1,8.229511118964457,4.574710978503383,5.886104031450156
LP001248,0,1.0,1,0,0,0,1,1,8.160518247477505,4.394449154672439,5.703782474656201
LP001250,3,0.0,1,1,1,0,1,0,8.46695197497949,4.553876891600541,5.886104031450156
LP001253,3,1.0,1,1,0,1,1,1,8.859363449152088,5.231108616854587,5.886104031450156
LP001255,0,1.0,1,0,0,0,2,0,8.229511118964457,4.727387818712341,6.173786103901937
LP001256,0,1.0,1,0,0,0,2,0,9.047821442478408,5.170483995038151,5.886104031450156
LP001259,1,1.0,1,1,0,1,2,0,8.299534570332597,4.700480365792417,5.886104031450156
LP001263,3,0.0,1,1,0,0,1,0,8.877242435993919,5.19295685089021,5.703782474656201
LP001264,3,1.0,1,1,1,1,1,1,8.612321536507814,4.867534450455582,5.886104031450156
LP001265,0,1.0,0,0,0,0,1,1,8.254788926148725,4.709530201312334,5.886104031450156
LP001266,1,1.0,1,1,0,1,1,1,7.781138509845015,4.852030263919617,5.886104031450156
LP001267,2,1.0,0,1,0,0,2,0,8.089175678837561,5.117993812416755,5.886104031450156
LP001273,0,0.0,1,1,0,0,1,0,9.017968479328726,5.579729825986222,5.886104031450156
LP001275,1,1.0,1,1,0,0,2,1,8.291045131081729,3.912023005428146,5.480638923341991
LP001279,0,1.0,1,0,0,0,1,1,8.496378051702317,4.912654885736052,5.886104031450156
LP001280,2,1.0,1,1,1,0,1,1,8.581669210600602,4.59511985013459,5.886104031450156
LP001282,0,1.0,1,1,0,0,1,1,8.43771698991444,4.6443908991413725,5.886104031450156
LP001289,0,1.0,1,0,0,0,2,1,9.055556158175316,5.3471075307174685,5.886104031450156
LP001310,0,1.0,1,1,0,0,1,1,9.196444266784072,5.1647859739235145,5.886104031450156
LP001316,0,1.0,1,1,0,0,1,1,8.675563527387679,4.875197323201151,5.886104031450156
LP001318,2,1.0,1,1,0,0,1,1,9.384629757072872,5.236441962829949,5.19295685089021
LP001319,2,1.0,1,1,1,0,2,1,8.535622326884605,4.394449154672439,5.886104031450156
LP001322,0,1.0,1,0,0,0,1,1,8.326758814511733,4.804021044733257,5.886104031450156
LP001325,0,1.0,1,0,1,0,1,1,8.194229304819817,3.2188758248682006,4.787491742782046
LP001326,0,0.0,1,0,0,0,2,0,8.822027322685583,4.852030263919617,5.886104031450156
LP001327,0,1.0,0,1,0,0,1,1,8.47345026846832,4.919980925828125,5.886104031450156
LP001333,0,1.0,1,1,0,0,1,1,7.9976631270201,3.912023005428146,5.886104031450156
LP001334,0,1.0,1,1,1,0,1,1,8.339978571990427,4.74493212836325,5.19295685089021
LP001343,0,1.0,1,1,0,0,1,1,8.575462099540212,4.875197323201151,5.886104031450156
LP001345,2,1.0,1,1,1,0,2,1,8.929435283803425,4.890349128221754,5.19295685089021
LP001349,0,1.0,1,0,0,0,1,1,9.065198986306513,5.017279836814924,5.886104031450156
LP001350,0,1.0,1,1,0,0,2,1,9.521494800613105,4.852030263919617,5.886104031450156
LP001356,0,1.0,1,1,0,0,1,1,9.016148642611741,4.852030263919617,5.886104031450156
LP001357,0,1.0,1,1,0,0,2,1,8.42726848388825,5.075173815233827,5.886104031450156
LP001367,1,1.0,1,1,0,0,2,1,8.31434234336979,4.605170185988092,5.886104031450156
LP001369,2,1.0,1,1,0,0,2,1,9.436918020024674,5.41610040220442,5.886104031450156
LP001370,0,1.0,1,0,1,0,0,0,8.9001399880938,4.787491742782046,5.886104031450156
LP001379,2,0.0,1,1,0,0,2,0,8.909235279192261,5.375278407684165,5.886104031450156
LP001384,3,1.0,1,1,1,0,1,1,7.946263643580541,4.543294782270004,6.173786103901937
LP001385,0,1.0,1,0,0,0,2,1,8.578476419833136,4.912654885736052,5.886104031450156
LP001387,0,1.0,0,1,0,0,1,1,8.568266461600238,4.9344739331306915,5.886104031450156
LP001391,0,0.0,1,1,1,0,0,0,8.94715577112479,5.0238805208462765,5.886104031450156
LP001392,1,1.0,0,0,0,1,1,1,8.916103530553727,4.852030263919617,5.886104031450156
LP001398,0,1.0,1,0,0,0,1,1,8.527143522269405,4.770684624465665,5.886104031450156
LP001401,1,1.0,1,1,0,0,0,1,9.587611745713565,5.220355825078324,5.19295685089021
LP001404,0,1.0,0,1,0,0,1,1,8.60337088765729,5.0369526024136295,5.886104031450156
LP001405,1,1.0,1,1,0,0,2,1,8.192016914536875,4.442651256490317,5.886104031450156
LP001421,0,1.0,1,1,0,0,0,0,8.950273466557375,5.1647859739235145,5.886104031450156
LP001422,0,1.0,0,0,0,0,2,1,9.250330020192342,5.556828061699537,5.886104031450156
LP001426,0,1.0,1,1,0,0,0,1,9.0280988119824,5.19295685089021,5.886104031450156
LP001430,0,1.0,0,0,0,0,1,1,8.334711621820917,3.784189633918261,5.886104031450156
LP001431,0,0.0,0,0,0,0,1,1,9.316230747233615,4.919980925828125,5.886104031450156
LP001432,2,1.0,1,1,0,0,1,1,7.9919305198524775,4.394449154672439,5.886104031450156
LP001439,0,1.0,1,1,1,0,0,1,8.750524669117937,5.267858159063328,5.886104031450156
LP001443,0,1.0,0,0,0,0,0,1,8.213923595622743,4.532599493153256,5.886104031450156
LP001448,3,1.0,1,1,0,0,0,1,10.077566902136047,5.91350300563827,5.886104031450156
LP001449,0,1.0,1,0,0,0,0,1,8.61341204915678,4.852030263919617,5.886104031450156
LP001451,1,0.0,1,1,0,1,2,0,9.572410734431823,5.075173815233827,5.19295685089021
LP001465,0,0.0,1,1,0,0,0,0,9.065198986306513,5.204006687076795,5.886104031450156
LP001469,0,1.0,1,0,0,1,2,1,9.91175329695316,6.476972362889683,6.173786103901937
LP001473,0,1.0,1,0,0,0,2,1,8.279697133877628,4.30406509320417,5.886104031450156
LP001478,0,1.0,1,0,0,0,1,1,7.907651594711089,4.248495242049359,5.886104031450156
LP001482,0,1.0,1,1,0,1,1,1,8.148734808937169,3.2188758248682006,4.787491742782046
LP001487,0,1.0,1,0,0,0,1,1,8.49596955496461,4.624972813284271,5.886104031450156
LP001488,3,1.0,1,1,0,0,1,0,9.371608519572305,5.66988092298052,5.886104031450156
LP001489,0,1.0,0,1,0,0,0,0,8.430109084509125,4.430816798843313,5.886104031450156
LP001491,2,1.0,1,1,0,1,2,1,8.827028068509152,4.477336814478207,5.886104031450156
LP001492,0,0.0,1,0,0,0,1,0,9.61573881119536,5.488937726156687,5.886104031450156
LP001493,2,1.0,1,1,1,0,0,0,8.635864721133736,4.859812404361672,5.886104031450156
LP001497,2,1.0,1,1,0,0,0,0,8.871365005136852,5.220355825078324,5.886104031450156
LP001498,0,1.0,1,0,0,0,2,1,8.597297435657898,5.123963979403259,5.886104031450156
LP001504,0,1.0,1,0,0,1,1,1,8.846496938558838,5.1647859739235145,5.19295685089021
LP001507,0,1.0,1,1,0,0,1,1,8.462103225098277,4.804021044733257,5.886104031450156
LP001508,2,1.0,1,1,0,0,2,1,9.372204086867741,5.231108616854587,5.19295685089021
LP001514,0,1.0,0,1,0,0,1,1,8.827028068509152,4.605170185988092,5.886104031450156
LP001516,2,1.0,0,1,0,0,2,1,9.60683200528524,4.248495242049359,5.886104031450156
LP001518,1,1.0,1,1,0,0,2,1,7.993957547573565,3.4011973816621555,5.886104031450156
LP001519,0,1.0,0,0,0,0,0,0,9.364433907313582,5.41610040220442,5.886104031450156
LP001520,0,1.0,1,1,0,0,1,1,8.646465527120377,4.8283137373023015,5.886104031450156
LP001528,0,0.0,1,0,0,0,0,0,8.744647438317532,4.770684624465665,5.886104031450156
LP001529,0,1.0,1,1,0,1,0,1,8.752581469146884,5.0238805208462765,5.886104031450156
LP001531,0,1.0,1,0,0,0,2,0,9.123256265069069,5.497168225293202,5.886104031450156
LP001532,2,1.0,1,1,1,0,0,0,7.732369222284388,4.727387818712341,5.886104031450156
LP001535,0,1.0,1,0,0,0,2,1,8.087640287778983,3.912023005428146,5.886104031450156
LP001536,3,0.0,1,1,0,0,1,1,10.596609732783568,6.396929655216146,5.19295685089021
LP001541,1,1.0,1,1,0,0,0,1,8.699514748210191,5.075173815233827,5.886104031450156
LP001543,1,1.0,1,1,0,0,2,1,9.16303909885817,5.231108616854587,5.886104031450156
LP001546,0,1.0,1,0,0,0,0,1,8.529714471969909,4.787491742782046,5.886104031450156
LP001552,0,1.0,1,1,0,0,1,1,9.23092700558457,5.541263545158426,5.886104031450156
LP001560,0,1.0,1,1,1,0,1,1,7.973844375944687,4.584967478670572,5.886104031450156
LP001562,0,1.0,1,1,0,0,2,0,8.978786553302003,5.616771097666572,5.886104031450156
LP001565,1,0.0,1,1,0,0,1,0,8.382289428951436,4.795790545596741,5.886104031450156
LP001570,2,1.0,1,1,0,0,0,1,8.633018756921828,5.062595033026967,5.886104031450156
LP001572,0,1.0,1,1,0,0,2,1,9.140239744296693,4.31748811353631,5.19295685089021
LP001574,0,1.0,1,1,0,0,0,1,8.835355971121606,5.204006687076795,5.886104031450156
LP001577,0,1.0,0,1,0,0,0,0,8.430109084509125,4.718498871295094,5.886104031450156
LP001578,0,1.0,1,1,0,0,0,1,8.660773919893762,4.859812404361672,5.886104031450156
LP001579,0,0.0,1,0,0,0,1,0,7.71289096149013,4.143134726391533,6.173786103901937
LP001580,2,1.0,1,1,0,0,1,1,8.987196820661973,5.298317366548036,5.886104031450156
LP001581,0,1.0,1,1,1,0,0,1,8.185628891147607,4.553876891600541,5.886104031450156
LP001585,3,1.0,1,1,0,0,2,1,10.854430887309706,6.551080335043404,5.703782474656201
LP001586,3,1.0,1,1,1,0,0,0,8.166784289056151,4.394449154672439,5.19295685089021
LP001594,0,1.0,1,1,0,0,1,1,9.335474102732949,5.231108616854587,5.886104031450156
LP001603,0,1.0,1,1,1,1,1,0,8.533066540572527,4.465908118654584,5.886104031450156
LP001606,0,1.0,1,1,0,0,0,1,8.605387202152153,4.7535901911063645,5.886104031450156
LP001608,2,1.0,1,1,0,0,0,1,8.20631072579402,4.61512051684126,5.886104031450156
LP001610,3,0.0,1,1,0,0,1,0,9.730086093116732,6.20455776256869,5.886104031450156
LP001616,1,1.0,1,1,0,0,1,1,8.229511118964457,4.7535901911063645,5.886104031450156
LP001630,0,0.0,1,0,1,0,2,0,8.238536930171769,4.624972813284271,6.173786103901937
LP001633,1,0.0,1,1,0,0,2,0,9.521494800613105,5.19295685089021,5.886104031450156
LP001634,0,0.0,1,0,0,0,0,0,8.850660919017152,4.204692619390966,5.886104031450156
LP001636,0,1.0,1,1,0,0,1,1,8.433811582477187,4.290459441148391,5.19295685089021
LP001637,1,1.0,1,1,0,0,1,0,10.429576102968031,5.560681631015528,5.886104031450156
LP001639,0,1.0,0,1,0,0,1,1,8.195609567288775,4.68213122712422,5.886104031450156
LP001640,0,1.0,1,1,0,1,1,1,10.689601259598334,4.787491742782046,5.886104031450156
LP001641,1,0.0,1,1,0,1,0,0,7.686162303492906,4.189654742026425,5.703782474656201
LP001643,0,1.0,1,1,0,0,0,1,8.416488487294606,4.060443010546419,5.886104031450156
LP001644,0,1.0,1,1,0,1,0,1,8.694502206386648,5.123963979403259,5.886104031450156
LP001647,0,1.0,1,1,0,0,0,1,9.140775908590273,5.236441962829949,5.19295685089021
LP001653,0,1.0,1,0,1,0,0,1,8.493924564476883,3.871201010907891,5.886104031450156
LP001656,0,1.0,1,0,0,0,1,0,9.392661928770137,5.099866427824199,5.886104031450156
LP001657,0,1.0,1,1,1,0,2,0,8.704999678440762,5.075173815233827,5.886104031450156
LP001658,0,1.0,1,0,0,0,1,1,8.257904193465674,4.330733340286331,5.886104031450156
LP001664,0,1.0,1,0,0,0,0,1,8.340694647925071,4.787491742782046,5.886104031450156
LP001665,1,1.0,1,1,0,0,1,0,8.649623978596727,5.135798437050262,5.886104031450156
LP001666,0,1.0,1,0,0,0,0,1,9.399554785027307,5.231108616854587,5.886104031450156
LP001669,0,1.0,0,0,1,0,2,1,8.35983738064003,4.787491742782046,5.886104031450156
LP001671,0,1.0,0,1,0,0,1,1,8.737452587550584,4.727387818712341,5.886104031450156
LP001673,0,1.0,1,0,0,1,2,0,9.305650551780507,4.418840607796598,5.886104031450156
LP001674,1,1.0,1,1,1,0,1,1,8.536995818712418,4.499809670330265,5.886104031450156
LP001677,2,0.0,1,0,0,0,1,1,8.5016733797582,5.111987788356544,5.886104031450156
LP001682,3,1.0,1,1,1,0,2,0,8.292047637431354,4.852030263919617,5.19295685089021
